cast,directors,genre,rating,runtime,summary,title,writers
"[{'character': 'Judah Ben-Hur', 'name': 'Charlton Heston'}, {'character': 'Quintus Arrius', 'name': 'Jack Hawkins'}, {'character': 'Esther', 'name': 'Haya Harareet'}, {'character': 'Messala', 'name': 'Stephen Boyd'}, {'character': 'Sheik Ilderim', 'name': 'Hugh Griffith'}, {'character': 'Miriam', 'name': 'Martha Scott'}, {'character': 'Tirzah', 'name': ""Cathy O'Donnell""}, {'character': 'Simonides', 'name': 'Sam Jaffe'}, {'character': 'Balthasar', 'name': 'Finlay Currie'}, {'character': 'Pontius Pilate', 'name': 'Frank Thring'}, {'character': 'Drusus', 'name': 'Terence Longdon'}, {'character': 'Tiberius Caesar', 'name': 'George Relph'}, {'character': 'Sextus', 'name': 'André Morell'}]",William Wyler,Adventure,208.,3h 32min,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",Ben-Hur,Lew Wallace
"[{'character': ""Jeanne d'Arc"", 'name': 'Maria Falconetti'}, {'character': 'Évêque Pierre Cauchon (Bishop Pierre Cauchon)',
 'name': 'Eugene Silvain'}, {'character': ""Jean d'Estivet"", 'name': 'André Berley'}, {'character': 'Nicolas Loyseleur', 'name': 'Maurice Schutz'}, {'character': 'Jean Massieu', 'name': 'Antonin Artaud'}, {'character': 'Jean Lemaître', 'name': 'Michel Simon'}, {'character': 'Guillaume Evrard', 'name': ""Jean d'Yd""}, {'character': 'Jean Beaupère', 'name': 'Louis Ravet'}, {'character': 'Juge (Judge)', 'name': 'Armand Lurville'}, {'character': 'Juge (Judge)', 'name': 'Jacques Arnna'}, {'character': 'Juge (Judge)', 'name': 'Alexandre Mihalesco'}, {'character': 'Juge (Judge)', 'name': 'Léon Larive'}]",Carl Theodor Dreyer,Biography,204.,1h 54min,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",The Passion of Joan of Arc,Joseph Delteil
"[{'character': 'Solomon Northup', 'name': 'Chiwetel Ejiofor'}, {'character': 'Uncle Abram', 'name': 'Dwight Henry'}, {'character': 'Overseer', 'name': 'Dickie Gravois'}, {'character': 'Judge Turner', 'name': 'Bryan Batt'}, {'character': 'Anna', 'name': 'Ashley Dyke'}, {'character': 'Anne Northup', 'name': 'Kelsey Scott'}, {'character': 'Margaret Northup', 'name': 'Quvenzhané Wallis'}, {'character': 'Alonzo Northup', 'name': 'Cameron Zeigler'}, {'character': 'Mr. Moon', 'name': 'Tony Bentley'}, {'character': 'Brown', 'name': 'Scoot McNairy'}, {'character': 'Hamilton', 'name': 'Taran Killam'}, {'character': 'Burch', 'name': 'Christopher Berry'}, {'character': 'Radburn', 'name': 'Bill Camp'}, {'character': 'Randall', 'name': 'Mister Mackey Jr.'}, {'character': 'Clemens', 'name': 'Chris Chalk'}]",Steve McQueen,Biography,203.,2h 14min,"In the antebellum United States,",12 Years a Slave,John Ridley
"[{'character': 'Carroll Shelby', 'name': 'Matt Damon'}, {'character': 'Ken Miles', 'name': 'Christian Bale'}, {'character': 'Lee Iacocca', 'name': 'Jon Bernthal'}, {'character': 'Mollie Miles', 'name': 'Caitriona Balfe'}, {'character': 'Leo Beebe', 'name': 'Josh Lucas'}, {'character': 'Peter Miles', 'name': 'Noah Jupe'}, {'character': 'Henry Ford II', 'name': 'Tracy Letts'}, {'character': 'Enzo Ferrari', 'name': 'Remo Girone'}, {'character': 'Phil Remington', 'name': 'Ray McKinnon'}, {'character': 'Roy Lunn', 'name': 'JJ Feild'}, {'character': 'Charlie Agapiou', 'name': 'Jack McMullen'}, {'character': 'Franco Gozzi', 'name': 'Corrado Invernizzi'}, {'character': 'Don Frey', 'name': 'Joe Williamson'}, {'character': 'Ford Executive - Ian', 'name': 'Ian Harding'}, {'character': 'John Holman', 'name': 'Christopher Darga'}]",James Mangold,Action,202.,2h 32min,American car designer,Ford v Ferrari,Jez Butterworth
"[{'character': 'The Dude', 'name': 'Jeff Bridges'}, {'character': 'Walter Sobchak', 'name': 'John Goodman'}, {'character': 'Maude Lebowski', 'name': 'Julianne Moore'}, {'character': ""Theodore Donald 'Donny' Kerabatsos"", 'name': 'Steve Buscemi'}, {'character': 'The Big Lebowski', 'name': 'David Huddleston'}, {'character': 'Brandt', 'name': 'Philip Seymour Hoffman'}, {'character': 'Bunny Lebowski', 'name': 'Tara Reid'}, {'character': 'Woo, Treehorn Thug', 'name': 'Philip Moon'}, {'character': 'Blond Treehorn Thug', 'name': 'Mark Pellegrino'}, {'character': 'Nihilist #1, Uli Kunkel', 'name': 'Peter Stormare'}, {'character': 'Nihilist #2, Kieffer', 'name': 'Flea'}, {'character': 'Nihilist #3, Franz', 'name': 'Torsten Voges'}, {'character': 'Smokey', 'name': 'Jimmie Dale Gilmore'}, {'character': 'Marty', 'name': 'Jack Kehler'}, {'character': 'Jesus Quintana', 'name': 'John Turturro'}]",Joel Coen,Comedy,201.,1h 57min,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",The Big Lebowski,Ethan Coen
"[{'character': 'Barry Lyndon', 'name': ""Ryan O'Neal""}, {'character': 'Lady Honoria Lyndon', 'name': 'Marisa Berenson'}, {'character': 'The Chevalier du Balibari', 'name': 'Patrick Magee'}, {'character': 'Capt. Potzdorf', 'name': 'Hardy Krüger'}, {'character': 'Lord Ludd', 'name': 'Steven Berkoff'}, {'character': 'Nora Brady', 'name': 'Gay Hamilton'}, {'character': ""Barry's Mother"", 'name': 'Marie Kean'}, {'character': 'Lischen', 'name': 'Diana Körner'}, {'character': 'Rev. Samuel Runt', 'name': 'Murray Melvin'}, {'character': 'Sir Charles Lyndon', 'name': 'Frank Middlemass'}, {'character': 'Lord Gustavus Adolphus Wendover', 'name': 'André Morell'}, {'character': 'Capt. Feeny - the Highwayman', 'name': ""Arthur O'Sullivan""}, {'character': 'Capt. Grogan', 'name': 'Godfrey Quigley'}, {'character': 'Capt. John Quin', 'name': 'Leonard Rossiter'}, {'character': 'Graham', 'name': 'Philip Stone'}]",Stanley Kubrick,Adventure,200.,3h 5min,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Barry Lyndon,Stanley Kubrick
"[{'character': 'Desmond Doss', 'name': 'Andrew Garfield'}, {'character': 'Teach', 'name': 'Richard Pyros'}, {'character': 'James Pinnick', 'name': 'Jacob Warner'}, {'character': 'Lucky Ford', 'name': 'Milo Gibson'}, {'character': 'Young Desmond', 'name': 'Darcy Bryce'}, {'character': ""Young 'Hal' Doss"", 'name': 'Roman Guerriero'}, {'character': 'Hiker', 'name': 'James Lugton'}, {'character': ""Hiker's Friend"", 'name': 'Kasia Stelmach'}, {'character': 'Tom Doss', 'name': 'Hugo Weaving'}, {'character': 'Bertha Doss', 'name': 'Rachel Griffiths'}, {'character': 'Teenage Boy', 'name': 'Jarin Towney'}, {'character': 'Local Man', 'name': 'Tim McGarry'}, {'character': 'Lynchburg Doctor', 'name': 'Tyler Coppin'}, {'character': 'Dorothy Schutte', 'name': 'Teresa Palmer'}, {'character': 'Flirting Hospital Soldier', 'name': 'Richard Platt'}]",Mel Gibson,Biography,198.,2h 19min,World War II American Army Medic,Hacksaw Ridge,Robert Schenkkan
"[{'character': 'Hiccup', 'name': 'Jay Baruchel'}, {'character': 'Stoick', 'name': 'Gerard Butler'}, {'character': 'Gobber', 'name': 'Craig Ferguson'}, {'character': 'Astrid', 'name': 'America Ferrera'}, {'character': 'Snotlout', 'name': 'Jonah Hill'}, {'character': 'Fishlegs', 'name': 'Christopher Mintz-Plasse'}, {'character': 'Tuffnut', 'name': 'T.J. Miller'}, {'character': 'Ruffnut', 'name': 'Kristen Wiig'}, {'character': 'Ack', 'name': 'Robin Atkin Downes'}, {'character': 'Starkard', 'name': 'Philip McGrade'}, {'character': 'Hoark the Haggard', 'name': 'Kieron Elliott'}, {'character': 'Phlegma the Fierce', 'name': 'Ashley Jensen'}, {'character': 'Spitelout', 'name': 'David Tennant'}]",Dean DeBlois,Animation,205.,1h 38min,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",How to Train Your Dragon,Chris Sanders
"[{'character': 'Frank Abagnale Jr.', 'name': 'Leonardo DiCaprio'}, {'character': 'Carl Hanratty', 'name': 'Tom Hanks'}, {'character': 'Frank Abagnale', 'name': 'Christopher Walken'}, {'character': 'Roger Strong', 'name': 'Martin Sheen'}, {'character': 'Paula Abagnale', 'name': 'Nathalie Baye'}, {'character': 'Brenda Strong', 'name': 'Amy Adams'}, {'character': 'Jack Barnes', 'name': 'James Brolin'}, {'character': 'Earl Amdursky', 'name': 'Brian Howe'}, {'character': 'Tom Fox', 'name': 'Frank John Hughes'}, {'character': 'Paul Morgan', 'name': 'Steve Eastin'}, {'character': 'Special Agent Witkins', 'name': 'Chris Ellis'}, {'character': 'Assistant Director Marsh', 'name': 'John Finn'}, {'character': 'Cheryl Ann', 'name': 'Jennifer Garner'}, {'character': 'Carol Strong', 'name': 'Nancy Lenehan'}, {'character': 'Marci', 'name': 'Ellen Pompeo'}]",Steven Spielberg,Biography,196.,2h 21min,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Catch Me If You Can,Jeff Nathanson
"[{'character': 'Saunders', 'name': 'Jean Arthur'}, {'character': 'Jefferson Smith', 'name': 'James Stewart'}, {'character': 'Senator Joseph Paine', 'name': 'Claude Rains'}, {'character': 'Jim Taylor', 'name': 'Edward Arnold'}, {'character': 'Governor Hopper', 'name': 'Guy Kibbee'}, {'character': 'Diz Moore', 'name': 'Thomas Mitchell'}, {'character': 'Chick McGann', 'name': 'Eugene Pallette'}, {'character': 'Ma Smith', 'name': 'Beulah Bondi'}, {'character': 'Senate Majority Leader', 'name': 'H.B. Warner'}, {'character': 'President of the Senate', 'name': 'Harry Carey'}, {'character': 'Susan Paine', 'name': 'Astrid Allwyn'}, {'character': 'Mrs. Hopper', 'name': 'Ruth Donnelly'}, {'character': 'Senator MacPherson', 'name': 'Grant Mitchell'}, {'character': 'Senator Monroe', 'name': 'Porter Hall'}, {'character': 'H.V. Kaltenborn', 'name': 'H.V. Kaltenborn'}]",Frank Capra,Comedy,194.,2h 9min,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",Mr. Smith Goes to Washington,Sidney Buchman
"[{'character': 'Nick Dunne', 'name': 'Ben Affleck'}, {'character': 'Amy Dunne', 'name': 'Rosamund Pike'}, {'character': 'Desi Collings', 'name': 'Neil Patrick Harris'}, {'character': 'Tanner Bolt', 'name': 'Tyler Perry'}, {'character': 'Margo Dunne', 'name': 'Carrie Coon'}, {'character': 'Detective Rhonda Boney', 'name': 'Kim Dickens'}, {'character': 'Officer James Gilpin', 'name': 'Patrick Fugit'}, {'character': 'Rand Elliott', 'name': 'David Clennon'}, {'character': 'Marybeth Elliott', 'name': 'Lisa Banes'}, {'character': 'Ellen Abbott', 'name': 'Missi Pyle'}, {'character': 'Andie Fitzgerald', 'name': 'Emily Ratajkowski'}, {'character': 'Noelle Hawthorne', 'name': 'Casey Wilson'}, {'character': 'Greta', 'name': 'Lola Kirke'}, {'character': 'Jeff', 'name': 'Boyd Holbrook'}, {'character': 'Sharon Schieber', 'name': 'Sela Ward'}]",David Fincher,Drama,195.,2h 29min,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",Gone Girl,Gillian Flynn
"[{'character': 'Keller Dover', 'name': 'Hugh Jackman'}, {'character': 'Detective Loki', 'name': 'Jake Gyllenhaal'}, {'character': 'Nancy Birch', 'name': 'Viola Davis'}, {'character': 'Grace Dover', 'name': 'Maria Bello'}, {'character': 'Franklin Birch', 'name': 'Terrence Howard'}, {'character': 'Holly Jones', 'name': 'Melissa Leo'}, {'character': 'Alex Jones', 'name': 'Paul Dano'}, {'character': 'Ralph Dover', 'name': 'Dylan Minnette'}, {'character': 'Eliza Birch', 'name': 'Zoë Soul'}, {'character': 'Anna Dover', 'name': 'Erin Gerasimovich'}, {'character': 'Joy Birch', 'name': 'Kyla-Drew'}, {'character': ""Captain Richard O'Malley"", 'name': 'Wayne Duvall'}, {'character': 'Father Patrick Dunn', 'name': 'Len Cariou'}, {'character': 'Bob Taylor', 'name': 'David Dastmalchian'}, {'character': 'Officer Carter', 'name': 'Brad James'}]",Denis Villeneuve,Crime,193.,2h 33min,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Prisoners,Aaron Guzikowski
"[{'character': 'Alma', 'name': 'Bibi Andersson'}, {'character': 'Elisabet Vogler', 'name': 'Liv Ullmann'}, {'character': 'The Doctor', 'name': 'Margaretha Krook'}, {'character': 'Mr. Vogler', 'name': 'Gunnar Björnstrand'}]",Ingmar Bergman,Drama,191.,1h 23min,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Persona,Ingmar Bergman
"[{'character': 'Maria Tura', 'name': 'Carole Lombard'}, {'character': 'Joseph Tura', 'name': 'Jack Benny'}, {'character': 'Lieutenant Stanislav Sobinski', 'name': 'Robert Stack'}, {'character': 'Greenberg', 'name': 'Felix Bressart'}, {'character': 'Rawitch', 'name': 'Lionel Atwill'}, {'character': 'Professor Siletsky', 'name': 'Stanley Ridges'}, {'character': 'Colonel Ehrhardt', 'name': 'Sig Ruman'}, {'character': 'Bronski', 'name': 'Tom Dugan'}, {'character': 'Producer Jan Dobosz', 'name': 'Charles Halton'}, {'character': 'Actor-Adjutant', 'name': 'George Lynn'}, {'character': 'Captain Schultz', 'name': 'Henry Victor'}, {'character': 'Anna', 'name': 'Maude Eburne'}, {'character': 'General Armstrong', 'name': 'Halliwell Hobbes'}, {'character': 'Major Cunningham', 'name': 'Miles Mander'}]",Ernst Lubitsch,Comedy,197.,1h 39min,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",To Be or Not to Be,Melchior Lengyel
"[{'character': 'Girl in Pub', 'name': 'Alison Crosbie'}, {'character': 'Gerry Conlon', 'name': 'Daniel Day-Lewis'}, {'character': 'Guildford Soldier', 'name': 'Philip King'}, {'character': 'Gareth Peirce', 'name': 'Emma Thompson'}, {'character': 'IRA Man 1', 'name': 'Nye Heron'}, {'character': 'Danny', 'name': 'Anthony Brophy'}, {'character': 'Tommo', 'name': 'Frankie McCafferty'}, {'character': 'Soldier', 'name': 'Paul Warriner'}, {'character': 'Soldier', 'name': 'Julian Walsh'}, {'character': 'Soldier', 'name': 'Stuart Wolfenden'}, {'character': 'Bin Lady', 'name': 'Jo Connor'}, {'character': 'Female Rioter', 'name': 'Karen Carlisle'}, {'character': 'IRA Man 2', 'name': 'Seamus Moran'}, {'character': 'IRA Man 3', 'name': 'Billy Byrne'}, {'character': 'Mother', 'name': 'Maureen McBride'}]",Jim Sheridan,Biography,192.,2h 13min,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,In the Name of the Father,Gerry Conlon
"[{'character': 'Jesse', 'name': 'Ethan Hawke'}, {'character': 'Céline', 'name': 'Julie Delpy'}, {'character': 'Wife on Train', 'name': 'Andrea Eckert'}, {'character': 'Husband on Train', 'name': 'Hanno Pöschl'}, {'character': 'Guy on Bridge', 'name': 'Karl Bruckschwaiger'}, {'character': 'Guy on Bridge', 'name': 'Tex Rubinowitz'}, {'character': 'Palm Reader', 'name': 'Erni Mangold'}, {'character': 'Street Poet', 'name': 'Dominik Castell'}, {'character': 'Bartender', 'name': 'Haymon Maria Buttinger'}, {'character': 'Guitarist in Club', 'name': 'Harald Waiglein'}, {'character': 'Belly Dancer', 'name': 'Bilge Jeschim'}, {'character': 'Percussionist', 'name': 'Kurti'}, {'character': 'Cafe Patron', 'name': 'Hans Weingartner'}, {'character': 'Cafe Patron', 'name': 'Liese Lyon'}, {'character': 'Cafe Patron', 'name': 'Peter Ily Huemer'}]",Richard Linklater,Drama,189.,1h 41min,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Before Sunrise,Richard Linklater
